review_id,feature,shopping_stage,pain_point,exploration_barrier,user_need,discovery_method,category_mentioned,sentiment,severity,exploration_banner
7977,Categories,Discovery,Product compatibility is limited.,Limited Information,Compatibility clarity.,Unknown,Electronics,Neutral,Low,
7979,Inventory,Post-Purchase,Unknown,Unknown,Long lasting products.,Unknown,Electronics,Positive,Low,
7981,Inventory,Post-Purchase,Cheap gadgets break easily.,Trust,Better quality budget gadgets.,Unknown,Electronics,Negative,High,
7983,Inventory,Post-Purchase,Unknown,Unknown,Good quality products.,Unknown,Electronics,Positive,Low,
7984,Offers,Discovery,Unknown,Price Concern,Better discounts on electronics.,Offers,Electronics,Positive,Low,
7987,Pricing,Discovery,Prices are much lower on competitor apps.,Price Concern,Lower prices.,Unknown,Electronics,Negative,Medium,
7988,Pricing,Discovery,Unknown,Price Concern,Competitive pricing on electronics.,Unknown,Electronics,Neutral,Low,
7989,Pricing,Browsing,Products are too expensive compared to local stores.,Price Concern,Lower product prices.,Unknown,Unknown,Negative,High,
7990,Pricing,Browsing,Basic items are priced too high.,Price Concern,Affordable essential items.,Unknown,Personal Care,Negative,High,
7991,Inventory,Post-Purchase,Received defective electronic product.,Trust,Quality checked products.,Unknown,Electronics,Negative,High,
7993,Categories,Discovery,Missing quick delivery competitor segments.,Lack of Awareness,Add more product segments.,Unknown,Electronics,Neutral,Medium,
7994,Search,Discovery,Unsure if specific brand electronics are available.,Lack of Awareness,Clear catalog availability.,Search,Electronics,Neutral,Low,
8000,Pricing,Discovery,Competitor offers better bundle pricing.,Price Concern,Better bundle offers.,Unknown,Unknown,Negative,Medium,
8002,Pricing,Browsing,Product prices are too high.,Price Concern,Lower prices.,Unknown,Electronics,Negative,Medium,
8004,Inventory,Post-Purchase,Received defective electronic items.,Trust,Reliable product quality.,Unknown,Electronics,Negative,High,
8014,Search,Discovery,Lack of compatibility information for electronics.,Limited Information,Clear product compatibility details.,Search,Electronics,Neutral,Low,
8016,Categories,Discovery,Lack of technical performance details.,Limited Information,Detailed product specifications.,Unknown,Electronics,Neutral,Low,
8025,General Experience,Discovery,User prefers offline shopping completely.,Habit,Unknown,Unknown,Unknown,Neutral,Low,
8028,Pricing,Discovery,Alternative retail stores offer cheaper electronics.,Price Concern,Competitive electronics pricing.,Unknown,Electronics,Positive,Low,
8037,Pricing,Discovery,Prices outside app are much lower.,Price Concern,Better discounts.,Unknown,Electronics,Neutral,Low,
8058,Delivery,Checkout,Fast delivery pressures delivery partners.,App Experience,Option for relaxed delivery speed.,Unknown,Unknown,Negative,High,
8061,Pricing,Discovery,Electronics are cheaper elsewhere.,Price Concern,Affordable electronics.,Unknown,Electronics,Positive,Low,
8070,General Experience,Discovery,Using competitor for electronics.,Habit,Unknown,Unknown,Electronics,Neutral,Low,
8073,Delivery,Delivery,Delivery time varies based on dark store location.,Unknown,Consistent delivery times.,Unknown,Unknown,Neutral,Low,
8074,Categories,Discovery,Looking for niche lifestyle products.,Lack of Awareness,Wider lifestyle category availability.,Unknown,Household Essentials,Neutral,Low,
8076,Search,Discovery,Lack of product compatibility details.,Limited Information,Clear product compatibility information.,Search,Electronics,Neutral,Medium,
8077,Pricing,Browsing,Product price is too high.,Price Concern,Lower product prices.,Categories,Household Essentials,Negative,High,
8078,Recommendations,Discovery,Unknown,Unknown,Better recommendations.,Recommendations,Electronics,Positive,Low,
8079,Categories,Discovery,Uncertain about product quality.,Trust,Product reviews and video demos.,Categories,Electronics,Neutral,Medium,
8080,Categories,Post-Purchase,Stylus products fail frequently.,Trust,Better quality electronics.,Unknown,Electronics,Mixed,High,
8084,Categories,Post-Purchase,Smart watch broke in two days.,Trust,Reliable electronic products.,Unknown,Electronics,Negative,High,
8087,Search,Discovery,Unsure about device compatibility.,Limited Information,Clear compatibility details.,Search,Electronics,Neutral,Low,
8089,General Experience,Delivery,Competitor delivered spoiled paneer.,Trust,Fresh and genuine service.,Unknown,Groceries,Positive,High,
8090,Pricing,Browsing,Wholesale markets are much cheaper.,Price Concern,Lower prices matching wholesale.,Unknown,Electronics,Negative,Medium,
8091,Pricing,Browsing,Item rates are overpriced.,Price Concern,Affordable pricing.,Unknown,Household Essentials,Negative,Medium,
8093,Pricing,Browsing,Prices are higher than other platforms.,Price Concern,Competitive pricing.,Unknown,Electronics,Neutral,Low,
8094,Delivery,Post-Purchase,Speaker internal wire damaged.,Trust,Easy product replacement.,Unknown,Electronics,Negative,High,
8096,Pricing,Browsing,Cheap products have poor quality.,Trust,Better quality products.,Unknown,Electronics,Neutral,Low,
8098,Categories,Browsing,Unknown,Unknown,Reputable brands available.,Unknown,Electronics,Positive,Low,
8101,Categories,Post-Purchase,Unknown,Unknown,Durable budget products.,Unknown,Electronics,Positive,Low,
8102,Pricing,Browsing,Brush is ridiculously expensive.,Price Concern,Fair pricing for items.,Categories,Household Essentials,Negative,High,
8103,Search,Discovery,Unknown,Unknown,Best gaming keyboards.,Search,Electronics,Positive,Low,
8104,Inventory,Browsing,Dark stores lack proper refrigeration.,Trust,Proper cold storage facilities.,Unknown,Groceries,Negative,High,
8107,Categories,Browsing,Rebranded Chinese products sold locally.,Trust,Original branded products.,Unknown,Electronics,Negative,Medium,
8108,Search,Discovery,Lack of smartphone comparisons.,Limited Information,Detailed phone recommendations.,Search,Electronics,Neutral,Low,
8110,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
8111,Inventory,Post-Purchase,Defective product received and difficult return process.,Trust,Easier returns and reliable product quality.,Unknown,Electronics,Negative,High,
8112,Search,Discovery,Unknown,Unknown,More price range options for earphones.,Search,Electronics,Neutral,Low,
8116,Recommendations,Discovery,Unknown,Unknown,More genuine product recommendations.,Recommendations,Unknown,Positive,Low,
8118,Inventory,Post-Purchase,Stylus stopped working after one week.,Trust,Better quality electronics.,Unknown,Electronics,Negative,High,
8119,Inventory,Post-Purchase,Missing items delivered in the order.,Unknown,Accurate order fulfillment.,Unknown,Unknown,Negative,High,
8120,General Experience,Discovery,Unknown,Unknown,Affordable electronics products.,Recommendations,Electronics,Positive,Low,
8122,Search,Discovery,Cannot find specific product link.,Lack of Awareness,Direct link for phone cases.,Search,Electronics,Neutral,Low,
8124,Search,Discovery,Difficulty finding suitable mechanical keyboard under budget.,Lack of Awareness,Recommendations for mechanical keyboards.,Search,Electronics,Neutral,Medium,
8126,Checkout,Post-Purchase,Received damaged product initially.,Trust,Fast and hassle-free refunds.,Unknown,Unknown,Positive,Low,
8128,Pricing,Browsing,Higher prices charged locally compared to online.,Price Concern,Better pricing and discounts.,Unknown,Unknown,Negative,Medium,
8131,Offers,Discovery,Unknown,Price Concern,More discounts and offers on gadgets.,Offers,Electronics,Positive,Low,
8138,Pricing,Browsing,Doubtful about product authenticity despite low prices.,Trust,Guaranteed authentic branded products.,Unknown,Electronics,Mixed,Medium,
8141,Inventory,Post-Purchase,Speaker stopped working after two months.,Trust,Durable electronic products.,Unknown,Electronics,Negative,High,
8155,Inventory,Post-Purchase,Unknown,Habit,Long-lasting kitchen appliances.,Unknown,Household Essentials,Positive,Low,
8159,General Experience,Discovery,Unknown,Unknown,Better overall shopping experience.,Unknown,Unknown,Positive,Low,
8166,Categories,Browsing,Unknown,Unknown,More product options available on Blinkit.,Categories,Unknown,Mixed,Low,
8167,General Experience,Post-Purchase,Dissatisfaction with instant delivery platforms overall.,Trust,Reliable offline shopping alternative.,Unknown,Unknown,Negative,Medium,
8168,Offers,Discovery,Lack of enough promotional offers.,Price Concern,Better and more frequent offers.,Offers,Unknown,Neutral,Medium,
8170,Inventory,Browsing,Packaged goods quality is only average.,Trust,Better quality across packaged categories.,Categories,Groceries,Mixed,Low,
8171,Pricing,Discovery,Competitor is cheaper.,Price Concern,Lower prices.,Unknown,Unknown,Negative,High,
8172,General Experience,Post-Purchase,Poor return policy.,Trust,Better return policy.,Unknown,Unknown,Negative,Medium,
8173,Pricing,Discovery,Competitor has cheaper prices.,Price Concern,Lower prices.,Unknown,Unknown,Negative,High,
8175,Inventory,Discovery,Availability depends on location.,Lack of Awareness,Better service availability.,Unknown,Unknown,Neutral,Low,
8176,Inventory,Discovery,Competitor is better in my location.,App Experience,Better service in my area.,Unknown,Unknown,Negative,Medium,
8177,Pricing,Discovery,Prices are too high compared to competitors.,Price Concern,Competitive pricing.,Unknown,Unknown,Negative,High,
8181,Pricing,Discovery,Item is cheaper on other platforms.,Price Concern,Lower prices.,Unknown,Electronics,Negative,High,
8183,Pricing,Discovery,Competitor is much cheaper.,Price Concern,Lower prices.,Unknown,Unknown,Negative,High,
8188,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
8215,Delivery,Delivery,"Delivery not available to location, had to pickup.",Lack of Awareness,Better delivery coverage.,Unknown,Unknown,Negative,High,
8268,Inventory,Discovery,Service is not available in my area.,Lack of Awareness,Service expansion to my area.,Unknown,Unknown,Negative,High,
8333,Delivery,Delivery,Ordering during rain is difficult.,Unknown,Reliable delivery during rain.,Unknown,Unknown,Neutral,Low,
8487,Delivery,Delivery,Self pickup option is missing.,App Experience,Add self pickup option.,Unknown,Unknown,Neutral,Low,
8550,Delivery,Delivery,Delivery takes longer than promised.,Unknown,Accurate delivery time.,Unknown,Unknown,Negative,Medium,
8608,Delivery,Delivery,Delivery rider tampered with the item.,Trust,Reliable delivery partners.,Unknown,Unknown,Negative,High,
8884,Inventory,Discovery,Unknown,Lack of Awareness,Check service availability in area.,Unknown,Unknown,Neutral,Low,
8905,Inventory,Discovery,Unknown,Lack of Awareness,Service availability check.,Unknown,Unknown,Neutral,Low,
8906,Inventory,Discovery,Unknown,Lack of Awareness,Service availability check.,Unknown,Unknown,Neutral,Low,
8907,Inventory,Discovery,Unknown,Lack of Awareness,Service availability check.,Unknown,Unknown,Neutral,Low,
8908,Inventory,Discovery,Unknown,Lack of Awareness,Service availability check.,Unknown,Unknown,Neutral,Low,
8909,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
8911,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
8912,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
8913,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
8914,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
8921,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
8922,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
8935,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
8937,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
8943,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
8958,Recommendations,Discovery,Unknown,Lack of Awareness,Better product discovery.,Recommendations,Unknown,Positive,Low,
8980,Inventory,Post-Purchase,Received defective or fake electronic items.,Trust,Reliable quality electronics.,Unknown,Electronics,Negative,High,
8984,Inventory,Post-Purchase,Power bank safety issue.,Trust,Safe electronic products.,Unknown,Electronics,Negative,High,
8985,Inventory,Discovery,Unknown,Unknown,More smart watch options.,Unknown,Electronics,Positive,Low,
8986,Inventory,Post-Purchase,Mouse quality is poor.,Trust,Better quality peripherals.,Unknown,Electronics,Negative,Medium,
8989,Inventory,Discovery,Lack of product details.,Limited Information,Detailed product descriptions.,Unknown,Electronics,Neutral,Medium,
8999,General Experience,Post-Purchase,Difficulty with warranty claims.,Trust,Easy warranty claims.,Unknown,Electronics,Negative,High,
9003,Inventory,Post-Purchase,Poor stitching and fit on apparel.,Trust,Better quality apparel.,Unknown,Personal Care,Negative,Medium,
9011,Categories,Selection,Unknown,Unknown,More food options.,Categories,Snacks & Beverages,Positive,Low,
9016,Inventory,Post-Purchase,Unknown,Unknown,Clear product usage info.,Unknown,Electronics,Positive,Low,
9021,Search,Searching,Product is not available on the app.,Lack of Awareness,Find desired products easily.,Search,Personal Care,Neutral,Medium,
9022,Search,Discovery,Product links or items are missing.,Lack of Awareness,Provide direct product links.,Unknown,Electronics,Neutral,Low,
9025,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Neutral,Low,
9030,Search,Searching,Specific smartwatch is not available.,Lack of Awareness,Add smartwatches to the catalog.,Search,Electronics,Neutral,Low,
9041,Inventory,Browsing,Desired brand is always out of stock.,App Experience,Restock popular items regularly.,Categories,Personal Care,Negative,High,
9055,Categories,Browsing,Desired ice cream brand is missing.,Lack of Awareness,Add desired ice cream brand.,Categories,Snacks & Beverages,Negative,Medium,
9068,Search,Searching,Specific watch is unavailable on Blinkit.,Lack of Awareness,Make the watch available.,Search,Electronics,Neutral,Medium,
9076,Pricing,Browsing,Product price is not clearly visible.,Limited Information,Show product prices clearly.,Homepage,Electronics,Positive,Low,
9099,Checkout,Post-Purchase,Exchange request got rejected unfairly.,Trust,Approve valid product exchanges.,Previous Orders,Unknown,Mixed,High,
9104,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Neutral,Low,
9111,General Experience,Discovery,Quality of gadgets is subpar.,Trust,Offer better quality gadgets.,Unknown,Electronics,Negative,Medium,
9116,Offers,Selection,Smartwatch is too expensive without offers.,Price Concern,Provide exchange offers for electronics.,Offers,Electronics,Neutral,Medium,
9118,Search,Discovery,Product details and links are missing.,Limited Information,Provide direct links for products.,Unknown,Household Essentials,Neutral,Low,
9119,Pricing,Browsing,Massager is cheaper in the offline market.,Price Concern,Lower product prices to match offline markets.,Categories,Personal Care,Negative,Medium,
9138,Inventory,Browsing,Matching golden strap is unavailable.,Limited Information,Stock matching accessories for watches.,Categories,Electronics,Neutral,Low,
9148,Pricing,Browsing,Product prices are not displayed clearly.,Limited Information,Display product prices clearly.,Homepage,Unknown,Neutral,Low,
9166,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
9170,Search,Discovery,Product links are missing from the description.,Limited Information,Include product links in descriptions.,Unknown,Unknown,Neutral,Low,
9189,General Experience,Discovery,Users lack trust in buying electronics online.,Trust,Build better trust for electronic items.,Unknown,Electronics,Negative,High,
9252,Search,Searching,Specific watch is not available on Blinkit.,Lack of Awareness,Add desired watch to the catalog.,Search,Electronics,Neutral,Medium,
9256,Categories,Browsing,Product was not useful.,Limited Information,Better product details.,Unknown,Electronics,Negative,Medium,
9258,General Experience,Discovery,Missing product links.,Lack of Awareness,Provide product links.,Unknown,Unknown,Neutral,Low,
9293,General Experience,Discovery,Lack of proper information.,Limited Information,Provide clear information.,Unknown,Unknown,Negative,High,
9311,General Experience,Discovery,Missing product links.,Lack of Awareness,Provide product links.,Unknown,Unknown,Neutral,Low,
9320,General Experience,Discovery,Unknown,Unknown,Focus camera on products.,Unknown,Unknown,Neutral,Low,
9330,General Experience,Discovery,Too much preview kills interest.,App Experience,Reduce product preview.,Unknown,Unknown,Negative,Low,
9402,Pricing,Checkout,Dynamic pricing adds cost.,Price Concern,Fair pricing structure.,Unknown,Unknown,Positive,Medium,
9406,Delivery,Delivery,Slow delivery speed.,App Experience,Faster delivery service.,Unknown,Unknown,Mixed,Medium,
9408,General Experience,Post-Purchase,Platform dishonesty.,Trust,Better customer trust.,Unknown,Unknown,Negative,High,
9410,Pricing,Browsing,Online prices might become high.,Price Concern,Affordable local pricing.,Unknown,Groceries,Negative,Medium,
9416,Offers,Discovery,Offers limited to new users.,Price Concern,Offers for existing users.,Offers,Unknown,Neutral,Low,
9427,Inventory,Selection,Expired products delivered.,Trust,Fresh unexpired products.,Unknown,Groceries,Negative,High,
9428,Pricing,Checkout,Price differences exist.,Price Concern,Consistent lower prices.,Unknown,Unknown,Negative,Medium,
9430,Offers,Discovery,Unknown,Unknown,Better discount offers.,Offers,Groceries,Positive,Low,
9432,General Experience,Discovery,Competitor lacks quality service.,Unknown,Better service quality.,Unknown,Unknown,Positive,Low,
9433,General Experience,Discovery,Dependence on local market.,Habit,Source directly from mills.,Unknown,Groceries,Neutral,Low,
9434,Delivery,Delivery,Slow delivery speed.,App Experience,Faster delivery times.,Unknown,Unknown,Negative,Medium,
9436,Delivery,Discovery,Not available in small cities.,Lack of Awareness,Service expansion to tier 3 cities.,Unknown,Groceries,Neutral,High,
9440,Delivery,Delivery,Unknown,Unknown,Even faster delivery.,Unknown,Unknown,Positive,Low,
9442,Pricing,Browsing,Monopoly increases prices later.,Price Concern,Fair long term pricing.,Unknown,Groceries,Negative,High,
9444,Inventory,Selection,Unbranded or low quality products are sold.,Trust,Provide branded products.,Unknown,Groceries,Negative,High,
9445,Offers,Discovery,Lacks good offers and product variety.,Price Concern,Provide better offers and variety.,Offers,Unknown,Negative,High,
9448,Offers,Discovery,Unknown,Price Concern,Provide better discounts.,Offers,Unknown,Positive,Low,
9450,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9453,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
9454,Delivery,Discovery,Service is not available in my area.,Unknown,Expand delivery service area.,Unknown,Unknown,Negative,Medium,
9456,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9461,Categories,Browsing,App experience is poor.,App Experience,Improve app experience.,Categories,Unknown,Negative,High,
9462,General Experience,Browsing,App is glitchy and low quality.,App Experience,Improve app performance.,Unknown,Unknown,Positive,High,
9467,Offers,Discovery,Initial promotional offers stopped.,Price Concern,Bring back promotional discounts.,Offers,Groceries,Mixed,Medium,
9468,Pricing,Selection,Prices seem arbitrary despite claims of loss.,Price Concern,Fair pricing.,Unknown,Unknown,Neutral,Medium,
9470,Pricing,Selection,Prices might increase after competition ends.,Price Concern,Maintain stable pricing.,Unknown,Unknown,Neutral,Medium,
9471,Delivery,Post-Purchase,Wrong product sent and expiry date removed.,Trust,Better order accuracy and quality checks.,Unknown,Groceries,Negative,High,
9472,Pricing,Selection,Pricing discrepancies shown.,Price Concern,Accurate pricing display.,Unknown,Unknown,Negative,Medium,
9474,Inventory,Selection,Product quality is not good.,Trust,Better quality products.,Unknown,Groceries,Negative,Medium,
9477,Inventory,Browsing,Basic items and vegetables are missing.,Limited Information,Keep basic items in stock.,Categories,Groceries,Mixed,Medium,
9478,Delivery,Post-Purchase,Wrong items delivered frequently.,Trust,Improve delivery accuracy.,Unknown,Groceries,Negative,High,
9479,Delivery,Discovery,Customer service is dodgy.,Trust,Better customer service.,Unknown,Unknown,Mixed,Medium,
9485,Pricing,Selection,Low quality products sold at high prices.,Price Concern,Fair pricing for quality products.,Unknown,Unknown,Negative,High,
9492,Delivery,Checkout,Orders cancelled after long wait times.,App Experience,Faster order processing and delivery.,Unknown,Unknown,Positive,High,
9501,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9504,Inventory,Discovery,Service not available in my city.,Lack of Awareness,Expand service to more cities.,Unknown,Unknown,Negative,High,
9505,General Experience,Discovery,Prefer local kirana stores over apps.,Habit,Unknown,Unknown,Groceries,Neutral,Low,
9507,Delivery,Delivery,Unknown,Habit,Fast local delivery.,Unknown,Groceries,Positive,Low,
9508,General Experience,Discovery,Competitor offers better overall service.,Price Concern,Better value for money.,Unknown,Unknown,Negative,Medium,
9509,General Experience,Discovery,Quick commerce is shutting down kirana stores.,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
9510,Pricing,Discovery,Excessive research for small price differences.,Habit,Unknown,Unknown,Unknown,Neutral,Low,
9511,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9514,Pricing,Discovery,Products need to be cheaper and faster.,Price Concern,Lower prices and faster delivery.,Unknown,Groceries,Neutral,Medium,
9515,Pricing,Discovery,Prices are too high compared to competitors.,Price Concern,Budget friendly pricing.,Unknown,Groceries,Positive,Medium,
9522,Offers,Checkout,Lack of loyalty rewards program.,Price Concern,Loyalty points and rewards.,Offers,Unknown,Positive,Low,
9526,Pricing,Discovery,Charging high prices compared to competitors.,Price Concern,Lower prices and better discounts.,Unknown,Groceries,Negative,High,
9529,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
9533,Inventory,Discovery,No service available in my area.,Lack of Awareness,Service expansion to major cities.,Unknown,Unknown,Negative,High,
9535,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9538,Checkout,Post-Purchase,Missing item refund was never issued.,Trust,Reliable refunds and better quality.,Unknown,Unknown,Negative,High,
9544,Offers,Discovery,Competitor discounts are too aggressive.,Price Concern,Better discounts and offers.,Offers,Groceries,Neutral,Medium,
9545,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9546,Pricing,Discovery,Competitor pricing is cheaper.,Price Concern,Cheaper product pricing.,Unknown,Unknown,Positive,Medium,
9548,Pricing,Discovery,Difficulty in comparing prices across platforms.,Price Concern,Transparent price comparison tools.,Unknown,Unknown,Neutral,Low,
9549,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9550,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
9553,General Experience,Discovery,Unknown,Habit,Unknown,Unknown,Unknown,Neutral,Low,
9554,Inventory,Browsing,Limited product availability.,Limited Information,More product variety.,Unknown,Unknown,Negative,Medium,
9559,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
9562,General Experience,Discovery,Unknown,Habit,Unknown,Unknown,Unknown,Neutral,Low,
9564,Inventory,Browsing,Only local items are available.,Limited Information,Better product variety.,Unknown,Unknown,Neutral,Low,
9565,Pricing,Selection,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
9567,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
9573,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9574,Delivery,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
9580,Pricing,Selection,Prices are too high.,Price Concern,Lower prices.,Unknown,Unknown,Negative,High,
9582,Pricing,Selection,Unknown,Price Concern,Cheaper prices.,Unknown,Unknown,Positive,Low,
9583,Offers,Selection,Lack of good offers.,Price Concern,Better discount offers.,Offers,Unknown,Negative,Medium,
9586,General Experience,Discovery,Local shops are impacted.,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9589,General Experience,Checkout,Poor product quality.,Trust,Better product quality.,Unknown,Unknown,Negative,High,
9592,Pricing,Selection,Prices are very high.,Price Concern,Lower prices.,Unknown,Unknown,Negative,High,
9593,Offers,Checkout,Limited coupon usage.,Price Concern,Unlimited discount coupons.,Offers,Unknown,Mixed,Medium,
9604,Pricing,Selection,Difficult to compare prices easily.,Price Concern,Easy price comparison.,Unknown,Unknown,Neutral,Low,
9605,Pricing,Selection,Prices are expensive compared to competitors.,Price Concern,Competitive pricing.,Unknown,Unknown,Negative,High,
9612,Inventory,Browsing,Non-veg items are not available on the app.,Limited Information,Make non-veg items available.,Categories,Groceries,Negative,Medium,
9617,Delivery,Delivery,Quick commerce service quality is poor compared to offline stores.,App Experience,Better delivery service.,Unknown,Unknown,Negative,High,
9621,Delivery,Discovery,Location is outside the quick delivery service zone.,Limited Information,Expand delivery coverage to rural areas.,Unknown,Groceries,Mixed,High,
9622,Cart,Post-Purchase,Always missing items and difficult to raise complaints.,Trust,Ensure correct items and easy complaints.,Unknown,Unknown,Negative,High,
9624,General Experience,Discovery,Dark patterns and deceptive marketing practices used.,Trust,Transparent marketing and fair pricing.,Unknown,Unknown,Negative,High,
9626,Pricing,Browsing,Prices are higher compared to competitors like zepto.,Price Concern,Lower prices matching competitors.,Search,Unknown,Negative,Medium,
9631,Pricing,Browsing,Prices are not as competitive as other platforms.,Price Concern,Best price on every product.,Search,Unknown,Negative,Medium,
9635,Offers,Browsing,Competitors offer better discounts and deals.,Price Concern,Provide better discounts and offers.,Offers,Groceries,Negative,High,
9639,Delivery,Checkout,High delivery charges compared to competitors.,Price Concern,Free delivery for smaller orders.,Unknown,Unknown,Positive,Medium,
9650,Pricing,Browsing,Prices are high and lack profit value for consumers.,Price Concern,Focus on consumer profit and savings.,Unknown,Unknown,Neutral,Low,
9654,Pricing,Browsing,Affordability is an issue for budget conscious buyers.,Price Concern,Provide value-based offers for buyers.,Unknown,Unknown,Neutral,Low,
9655,Pricing,Browsing,Prices across platforms need to remain consistent.,Price Concern,Consistent and fair pricing.,Unknown,Groceries,Neutral,Low,
9663,General Experience,Discovery,Unknown,Unknown,Maintain good service quality.,Unknown,Unknown,Positive,Low,
9673,Delivery,Discovery,Competitor service is not available in the area.,Limited Information,Expand service availability.,Unknown,Unknown,Neutral,Low,
9674,Pricing,Browsing,Products like butter are sold at very high prices.,Price Concern,Lower prices for dairy items.,Search,Snacks & Beverages,Negative,High,
9680,Offers,Browsing,Lack of attractive discounts causes users to switch apps.,Price Concern,Better discounts to retain customers.,Offers,Unknown,Negative,High,
9681,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9685,General Experience,Discovery,Quick commerce business model is unsustainable.,No Need,Long term reliable service.,Unknown,Unknown,Negative,Medium,
9687,General Experience,Discovery,Prefer offline stores over quick commerce.,Habit,Better offline shopping alternatives.,Unknown,Groceries,Neutral,Low,
9688,Offers,Browsing,Missing heavy discount offers found in physical stores.,Price Concern,Provide heavy discount offers online.,Categories,Groceries,Negative,Medium,
9689,Inventory,Delivery,Received rotten and poor quality vegetables.,Trust,Better quality products.,Unknown,Groceries,Negative,High,
9705,General Experience,Checkout,App UI is bad and laggy with items unavailable and delayed delivery.,App Experience,Faster app performance and reliable delivery.,Unknown,Groceries,Negative,High,
9712,General Experience,Browsing,App has performance issues and lags.,App Experience,Smoother app experience.,Unknown,Unknown,Negative,Medium,
9717,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9719,Pricing,Checkout,Unknown,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
9721,Pricing,Checkout,Home delivery comes at an extra cost.,Price Concern,Lower delivery charges.,Unknown,Unknown,Neutral,Low,
9730,Pricing,Browsing,Unknown,Unknown,Lower prices online.,Unknown,Personal Care,Positive,Low,
9731,Offers,Checkout,Unknown,Unknown,Better coin rewards and fast delivery.,Unknown,Unknown,Positive,Low,
9732,General Experience,Discovery,Unknown,Habit,Unknown,Unknown,Unknown,Negative,Low,
9735,Pricing,Browsing,App prices are much higher than local store prices.,Price Concern,Fair pricing compared to local stores.,Unknown,Personal Care,Negative,High,
9739,Pricing,Browsing,Product prices vary across different quick commerce apps.,Price Concern,Lower prices across categories.,Unknown,Groceries,Neutral,Medium,
9745,Offers,Checkout,Unknown,Lack of Awareness,More coupons and discounts.,Offers,Groceries,Positive,Low,
9747,Delivery,Discovery,Delivery is not available in my area.,Limited Information,Service availability in all areas.,Unknown,Unknown,Negative,Medium,
9751,Delivery,Checkout,Unknown,Unknown,Consistent late night delivery service.,Unknown,Groceries,Positive,Low,
9758,Delivery,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
9760,Inventory,Browsing,Only specific brand items are available.,Limited Information,More brand variety.,Unknown,Groceries,Neutral,Low,
9763,Delivery,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
9764,Delivery,Discovery,Unknown,No Need,Unknown,Unknown,Groceries,Neutral,Low,
9765,Offers,Browsing,Discounts and coupon offers change over time.,Price Concern,Consistent discounts and better loyalty offers.,Offers,Groceries,Mixed,Medium,
9771,Inventory,Browsing,Most items are always out of stock.,Trust,Better inventory stock management.,Categories,Groceries,Negative,High,
